CFFcropid,INSTCODE,ACCENUMB,COLLNUMB,COLLCODE,COLLNAME,COLLINSTADDRESS,COLLMISSID,GENUS,SPECIES,SPAUTHOR,SUBTAXA,SUBTAUTHOR,CROPNAME,ACCENAME,ACQDATE,ORIGCTY,COLLSITE,lat,lon,COORDUNCERT,COORDDATUM,GEOREFMETH,ELEVATION,COLLDATE,BREDCODE,BREDNAME,SAMPSTAT,ANCEST,COLLSRC,DONORCODE,DONORNAME,DONORNUMB,OTHERNUMB,DUPLSITE,DUPLINSTNAME,STORAGE,MLSSTAT,UUID,HISTORIC,ACCEURL,REMARKS
10001000035,IND002,ICP 15445,PRAN 9,IND002,,,ICRISAT-MISN-204,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Ancha; Gwantu,9.25,8.449999,,,,,19930218,,,300,,21,,,,,,,12;13,,9e8c2984-18d5-447b-9720-5bfc5b850c77,,,
10001000035,IND002,ICP 8378,ANM 565,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Sowriyapatnam; Ramanathapuram,9.35,78.830001,,,,,19770218,,,300,,21,,,,,,,12;13,,99009273-1e60-4033-a9f5-bf4352e14814,,,
10001000035,IND002,ICP 8379,ANM 566,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Chitrakudi; Ramanathapuram,9.35,78.830001,,,,,19770219,,,300,,21,,,,,,,12;13,,cd942a48-e5bd-4abd-a728-6869e87cdf1c,,,
10001000035,IND002,ICP 8386,ANM 573,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Natlampatti; Ramanathapuram,9.35,78.830001,,,,,19770219,,,300,,21,,,,,,,12;13,,52c96233-7936-4117-aee3-8a32472c07ba,,,
10001000035,IND002,ICP 12197,PR 5728,IND002,,,ICRISAT-MISN-087,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19830617,IND,Nadupetti; Ramanatapuram,9.359999,78.830001,,,,,19820121,,,300,,21,,,,,,,12;13,,80b1e79f-3925-4407-aa05-3db65bf66c67,,,
10001000035,IND002,ICP 13676,RC 81,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,IND,Aviyur; Ramnad,9.359999,78.830001,,,,125,19850211,,,300,,21,,,,,,,12;13,,d275cd63-6458-41f9-87e9-cddd5897ff66,,,
10001000035,IND002,ICP 13677,RC 82,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,IND,Manthiriodai; Ramnad,9.359999,78.830001,,,,120,19850211,,,300,,21,,,,,,,12;13,,5f9a2c63-5dcc-4b4a-9f99-e17239e68b61,,,
10001000035,IND002,ICP 13679,RC 86,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,IND,Sethurajapuram; Kadaladi taluk; Ramanathapuram district,9.359999,78.839996,,,,120,19850211,,,300,,21,,,,,,,12;13,,2867eb3a-1beb-476f-a5eb-9efc4d527534,,,
10001000035,IND002,ICP 13680,RC 93,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,IND,K. Shidanpatti; Kadaladi taluk; Ramanathapuram district,9.359999,78.830001,,,,130,19850211,,,300,,21,,,,,,,12;13,,3158bd44-42e8-43f4-ad10-29646e7e59fd,,,
10001000035,IND002,ICP 12190,DSA 18,IND002,,,ICRISAT-MISN-083,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19821025,GHA,Tamale,9.399999,-0.839999,,,,150,19810817,,,300,,21,,,,,,,12;13,,3af5043f-1743-4a32-bec3-5849ae99da66,,,
10001000035,COL003,17396,017/043-02,,,,,Cajanus,scarabaeoides,,,,pigeonpea,,19820430,THA,"CHUMPHON-SURAT THANI, KMS: 40, DIRECCION: NORTE, 146 KM SUR CHUMPHON",9.4167,99.1833,,,,50,19820218,,,,,,,,,017/043-02,,,,,97e16289-a000-4662-a970-a4a81ff6da86,,,
10001000035,IND002,ICP 15410,ES 48,IND002,,,ICRISAT-MISN-204,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Jos Plateau,9.42,8.949999,,,,,19930211,,,300,,21,,,,,,,12;13,,7a64c45b-f3cc-4b14-84b3-b47cf60226cd,,,
10001000035,IND002,ICP 15411,ES 49,IND002,,,ICRISAT-MISN-204,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Jos Plateau,9.42,8.949999,,,,,19930211,,,300,,21,,,,,,,12,,0472dbd6-309c-455c-ba8a-d6bb7b3a01bd,,,
10001000035,IND002,ICP 15412,ES 50,IND002,,,ICRISAT-MISN-204,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Jos Plateau,9.42,8.949999,,,,,19930211,,,300,,21,,,,,,,12,,bc2510f8-6dc9-4a66-9aa8-84349228affb,,,
10001000035,IND002,ICP 15413,ES 51,IND002,,,ICRISAT-MISN-204,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Jos Plateau,9.42,8.949999,,,,,19930211,,,300,,21,,,,,,,12;13,,7bcf7473-9a38-460d-b231-2ee17e7f7847,,,
10001000035,IND002,ICP 15414,ES 52,IND002,,,ICRISAT-MISN-204,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Jos Plateau,9.42,8.949999,,,,,19930211,,,300,,21,,,,,,,12,,66a0ed37-3ddc-45e7-943b-a4e34f8f176f,,,
10001000035,IND002,ICP 15441,PRAN 4,IND002,,,ICRISAT-MISN-204,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Afana; Kachaya,9.510002,8.159999,,,,,19930217,,,300,,21,,,,,,,12;13,,040a4179-9581-44d9-b7c1-c6cb5af2b927,,,
10001000035,IND002,ICP 10000,JM 3092,IND002,,,ICRISAT-MISN-031,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19790605,IND,"9E of Peermade, Kottyam district",9.569999,77.050003,,,,100,19771230,,,300,,21,,,,,,,12;13,,28f7c612-317b-4d29-a252-9512cfa09c02,,,
10001000035,IND002,ICP 15338,AOC 274,IND002,,,ICRISAT-MISN-199,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Tuyit; Kagoro,9.579999,8.27,,,,780,19921207,,,300,,21,,,,,,,12;13,,5357918c-4dd4-49be-9f36-a135ec19e294,,,
10001000035,IND002,ICP 15339,AOC 276,IND002,,,ICRISAT-MISN-199,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Kpak; Kagoro,9.579999,8.329999,,,,780,19921207,,,300,,21,,,,,,,12,,4bb89963-b353-4bcd-867f-359f473ded9b,,,
10001000035,IND002,ICP 15340,AOC 329,IND002,,,ICRISAT-MISN-199,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Safio; Kagoro; Kaduna,9.579999,8.329999,,,,,19921207,,,300,,21,,,,,,,12;13,,0983aeeb-75b7-4265-9d34-f165b6325076,,,
10001000035,IND002,ICP 15341,AOC 337,IND002,,,ICRISAT-MISN-199,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Kagoro,9.579999,8.329999,,,,820,19921207,,,300,,21,,,,,,,12;13,,bd41b81b-22fe-48b9-a2d0-82032bb38a6f,,,
10001000035,IND002,ICP 9998,JM 3084,IND002,,,ICRISAT-MISN-031,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19790605,IND,"Paleyadam; 7S of Kanjirapalli, Kottyam district",9.579999,76.519996,,,,100,19771229,,,300,,21,,,,,,,12;13,,7e25bb5d-8acf-4141-9615-759cc07efa07,,,
10001000035,IND002,ICP 9999,JM 3085,IND002,,,ICRISAT-MISN-031,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19790605,IND,"Paleyadam; 7S of Kanjirapalli, Kottyam district",9.579999,76.519996,,,,100,19771229,,,300,,21,,,,,,,12;13,,ca8e6d30-2c43-4339-b66f-61322cba14f6,,,
10001000035,IND002,ICP 10002,JM 3492,IND002,,,ICRISAT-MISN-031,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19790605,IND,74N of Kumali; Kottayam district,9.590001,76.519996,,,,,19780121,,,300,,21,,,,,,,12;13,,610e8da2-7eb5-4db7-9947-6b7345bb3458,,,
10001000035,IND002,ICP 15633,JM 3501,IND002,,,ICRISAT-MISN-046,Cajanus,goensis,Dalz.,,,pigeonpea,,19950706,IND,Thekkadi; Near Aranya Nivas Hotel; Munnar-Cardamom hills,9.6,77.199996,,,,820,19790122,,,100,,10,,,,ICPW 032,,,12,,125bfc00-6047-4041-963b-0ccace007c8e,,,
10001000035,IND002,ICP 15618,JM 3472,IND002,,,ICRISAT-MISN-046,Cajanus,albicans,(W. & A.) van der Maesen,,,pigeonpea,,19950706,IND,42N of Munnar; Idukki district,9.600001,77.199996,,,,910,19790120,,,100,,10,,,,ICPW 017,,,12,,73b9d57f-6071-4d18-8dae-c98d66e45bc4,,,
10001000035,IND002,ICP 14168,PR 6657,IND002,,,ICRISAT-MISN-130,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19890621,VEN,Pao,9.633337,-68.133335,,,,,19860326,,,300,,21,,,,,,,12;13,,782bc061-3496-475d-9dfc-ee4a4e70a394,,,
10001000035,IND002,ICP 13576,PCI 177,IND002,,,ICRISAT-MISN-105,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19850629,SLE,Madogbo,9.670005,-11.680001,,,,402,19831210,,,300,,21,,,,,,,12,,25832abb-7d81-4539-9321-c44e9d99c0aa,,,
10001000035,IND002,ICP 10940,PR 4782,IND002,,,ICRISAT-MISN-061,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19800611,IND,Seaforth Estate; Nilgiri,9.680003,77.25,,,,300,19800127,,,300,,21,,,,,,,12;13,,df607288-f190-4738-9fa5-9b685a52b2c1,,,
10001000035,IND002,ICP 8393,ANM 581,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Kariyapatti; Madurai,9.689999,78.089996,,,,,19770222,,,300,,21,,,,,,,12;13,,ea412885-c084-417c-98ff-b2dd4925d2cb,,,
10001000035,IND002,ICP 13649,RC 18,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,IND,Nagamuthu; Periyar; Erode district,9.729999,77.779998,,,,280,19850207,,,300,,21,,,,,,,12;13,,94907012-5f89-4401-881c-6dcc228e1b4d,,,
10001000035,IND002,ICP 13650,RC 19,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,IND,Kondamuthanur; Periyar; Erode district,9.729999,77.779998,,,,330,19850207,,,300,,21,,,,,,,12;13,,49e13d52-45cc-41b8-922c-13cb811fa307,,,
10001000035,IND002,ICP 13651,RC 19-1,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,IND,Kondamuthanur; Periyar; Erode district,9.729999,77.779998,,,,330,19850207,,,300,,21,,,,,,,12;13,,b3f4b2c8-d534-4551-90fc-494d512e6d77,,,
10001000035,IND002,ICP 14167,PR 6647,IND002,,,ICRISAT-MISN-130,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19890621,VEN,El Topo; Tinaco,9.729999,-68.419998,,,,,19860326,,,300,,21,,,,,,,12;13,,c2ddd684-bde2-4166-a7ca-c9ab95ad89e9,,,
10001000035,IND002,ICP 15440,PRAN 3,IND002,,,ICRISAT-MISN-204,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Zonkwa; ZangonKa,9.779999,8.279999,,,,830,19930217,,,300,,21,,,,,,,12;13,,7627767b-2cea-483c-a7ce-506a1640cf42,,,
10001000035,IND002,ICP 10945,PR 4856,IND002,,,ICRISAT-MISN-061,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19800611,IND,Uthamapalayam; Madurai,9.810001,77.319999,,,,340,19800129,,,300,,27,,,,,,,12;13,,7fbd1ae7-11b3-4607-b596-cc2d0f81a9c3,,,
10001000035,IND002,ICP 13672,RC 74,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,IND,Adhikaram; Madurai district,9.838981,78.134771,,,,220,19850211,,,300,,21,,,,,,,12;13,,ec8ea0fc-c294-405c-aaa3-dcfe0826b5de,,,
10001000035,IND002,ICP 10944,PR 4854,IND002,,,ICRISAT-MISN-061,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19800611,IND,Kudanur; Madurai,9.909999,78.120002,,,,430,19800129,,,300,,21,,,,,,,12;13,,a86c95a3-c9c0-42e0-a93c-50f3f078f0d4,,,
10001000035,IND002,ICP 10946,PR 4857,IND002,,,ICRISAT-MISN-061,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19800611,IND,Podivilakku; Madurai,9.909999,78.120002,,,,340,19800129,,,300,,21,,,,,,,12;13,,00d2d5c0-779f-4664-9d92-03bfcc856acf,,,
10001000035,IND002,ICP 10947,PR 4858,IND002,,,ICRISAT-MISN-061,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19800611,IND,Chengolam; Madurai,9.909999,78.120002,,,,290,19800129,,,300,,21,,,,,,,12;13,,9d9660bd-1b35-40f4-8832-0fa5c9fb363c,,,
10001000035,IND002,ICP 13671,RC 73,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,IND,Athupatty; Madurai district,9.909999,78.120002,,,,220,19850211,,,300,,21,,,,,,,12;13,,0e6a58b2-6297-467d-9793-4bde8dd7841e,,,
10001000035,IND002,ICP 13673,RC 78,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,IND,Kattampatti; Madurai district,9.909999,78.120002,,,,180,19850211,,,300,,21,,,,,,,12;13,,8d6c65d4-96c7-4a09-93ff-10380d58612f,,,
10001000035,IND002,ICP 13674,RC 79,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,IND,Thumbaipatti; Madurai district,9.909999,78.120002,,,,150,19850211,,,300,,21,,,,,,,12;13,,4d3e7c54-b31b-43e5-9cdc-1a6c197b941f,,,
10001000035,IND002,ICP 13675,RC 80,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,IND,Valayankulam; Madurai district,9.909999,78.120002,,,,160,19850211,,,300,,21,,,,,,,12;13,,ecc6988d-62fc-4bca-81b9-ef5e5944538b,,,
10001000035,IND002,ICP 8380,ANM 567,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Thumbapulli; Madurai,9.909999,78.120002,,,,,19770219,,,300,,21,,,,,,,12;13,,c2d93e30-2373-4f4e-8931-28f10ae51411,,,
10001000035,IND002,ICP 8381,ANM 568,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Vallalapatti; Madurai,9.909999,78.120002,,,,,19770219,,,300,,21,,,,,,,12;13,,9e086923-9310-4e94-b0c5-2c4fcc2e2705,,,
10001000035,IND002,ICP 8382,ANM 569,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Mamorthupatti; Madurai,9.909999,78.120002,,,,,19770219,,,300,,21,,,,,,,12;13,,03e1a0ef-3c65-4566-952e-fab2847a2c88,,,
10001000035,IND002,ICP 8383,ANM 570,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Kosavapatti; Madurai,9.909999,78.120002,,,,,19770219,,,300,,21,,,,,,,12;13,,9b8195e9-5bb4-43db-8ebc-6e155d3ddeff,,,
10001000035,IND002,ICP 8384,ANM 571,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Karselpatti; Madurai,9.909999,78.120002,,,,,19770219,,,300,,21,,,,,,,12;13,,49377ac0-7dc0-4bb1-98b1-7b164a257d3c,,,
10001000035,IND002,ICP 8385,ANM 572,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Karselpatti; Madurai,9.909999,78.120002,,,,,19770219,,,300,,21,,,,,,,12;13,,8130e63b-f266-48c1-a642-d96c011368e5,,,
10001000035,IND002,ICP 8392,ANM 580,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Nallamnaikenpatti; Madurai,9.909999,78.120002,,,,,19770221,,,300,,21,,,,,,,12;13,,3dc04f65-1bcc-4562-9e00-35946831aeca,,,
10001000035,IND002,ICP 8394,ANM 588,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Laxmipuram; Madurai,9.909999,78.120002,,,,,19770222,,,300,,21,,,,,,,12;13,,6b269082-07cb-421b-a749-1cf9577a84b7,,,
10001000035,IND002,ICP 8402,ANM 597,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Madiappanagalam; Madurai,9.909999,78.120002,,,,,19770224,,,300,,21,,,,,,,12;13,,4f7642cb-7bb9-4d5d-a05f-f0a4a478d201,,,
10001000035,IND002,ICP 8403,ANM 598,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Veernampatti,9.909999,78.120002,,,,,19770224,,,300,,21,,,,,,,12;13,,49183985-2c7d-4cd0-a111-6101b802ff23,,,
10001000035,IND002,ICP 8404,ANM 599,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Sadavangu,9.909999,78.120002,,,,,19770224,,,300,,21,,,,,,,12;13,,dc7c8a61-e957-43e5-bfbd-fabfe90281ea,,,
10001000035,IND002,ICP 8405,ANM 600,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Vattapillaiyar,9.909999,78.120002,,,,,19770224,,,300,,21,,,,,,,12;13,,108588f5-770d-409a-8324-264d5107ef18,,,
10001000035,IND002,ICP 15342,AOC 356,IND002,,,ICRISAT-MISN-199,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Doka; Kachia; Kaduna,9.920002,7.380001,,,,,19921207,,,300,,21,,,,,,,12;13,,7e54d084-396a-47ac-8399-4cf4ae2f0b19,,,
10001000035,IND002,ICP 15343,AOC 357,IND002,,,ICRISAT-MISN-199,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Doka; Kachia; Kaduna,9.920002,7.73,,,,,19921207,,,300,,21,,,,,,,12;13,,fca8f80b-0f8b-4824-b760-5b13ec636bea,,,
10001000035,IND002,ICP 15619,JM 3555,IND002,,,ICRISAT-MISN-046,Cajanus,albicans,(W. & A.) van der Maesen,,,pigeonpea,,19950706,IND,20 km from Kodaikanal Path to Dormen,10.229999,77.480003,,,,1400,19790125,,,100,,10,,,,ICPW 018,,,12,,7aa7253d-d5e4-4a06-b24b-70a715f42102,,,
10001000035,IND002,ICP 8395,ANM 589,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Sempatti; Madurai,10.279999,77.860001,,,,,19770222,,,300,,21,,,,,,,12;13,,10f39c2e-64dc-42ce-922b-b099e6629551,,,
10001000035,IND002,ICP 8371,ANM 558,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Kudumianmalai; Pudukottai,10.31,78.779998,,,,,19770217,,,300,,21,,,,,,,12;13,,8977fb10-4ffc-43ac-a2c5-f8dbbb0ad539,,,
10001000035,IND002,ICP 8373,ANM 560,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Kilakurchi; Pudukottai,10.31,78.779998,,,,,19770217,,,300,,21,,,,,,,12;13,,9629f87e-88ba-4262-ae2d-8c26427d9c8c,,,
10001000035,IND002,ICP 8374,ANM 561,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Pallathupalli; Pudukottai,10.31,78.779998,,,,,19770217,,,300,,21,,,,,,,12;13,,c28fa8ad-0ebd-4caf-a2ab-f2af525c46e6,,,
10001000035,IND002,ICP 8377,ANM 564,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Vadakodu; Pudukottai,10.31,78.779998,,,,,19770217,,,300,,21,,,,,,,12;13,,9b0e2f45-84b2-4fd4-aeee-2a89863dc772,,,
10001000035,IND002,ICP 8376,ANM 563,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Vamban; Pudukottai,10.310001,78.779998,,,,,19770217,,,300,,21,,,,,,,12;13,,ccd42d84-5786-46a9-a1aa-571fbcce130e,,,
10001000035,IND002,ICP 15334,AOC 149,IND002,,,ICRISAT-MISN-199,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19940427,NGA,Wamba; Lere; Zonkwa,10.346724,8.555141,,,,,19921207,,,300,,21,,,,,,,12,,f7e9b61e-d8c8-4bf8-aee8-16538239330c,,,
10001000035,IND002,ICP 8390,ANM 578,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Alangudi; Tirunelveli,10.359999,78.985181,,,,80,19770221,,,300,,21,,,,,,,12;13,,93f0764d-df77-43a1-acfd-9248738006b7,,,
10001000035,IND002,ICP 12198,PR 5730,IND002,,,ICRISAT-MISN-087,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19830617,IND,Tovaran kurichchi; Tiruchchirapa,10.369999,78.379997,,,,,19820121,,,300,,21,,,,,,,12;13,,011e3f0e-9956-403a-9af7-f3af0043ebc6,,,
10001000035,IND002,ICP 14058,RC 113,IND002,,,ICRISAT-MISN-118,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19870716,IND,Khagam Patti; Pudukottai,10.38,78.830001,,,,390,19850213,,,300,,21,,,,,,,12;13,,7bb6578b-9ebd-4249-a07b-6d3c6bfa7b6d,,,
10001000035,IND002,ICP 13764,PR 6459,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Karani-Saroma road,10.42,-61.45,,,,,19850125,,,300,,21,,,,,,,12;13,,bbf7a6b5-e765-4b68-8378-0e4b3542709f,,,
10001000035,IND002,ICP 13765,PR 6460,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Karani-Saroma road,10.42,-61.45,,,,,19850125,,,300,,21,,,,,,,12;13,,48ba0f15-e768-4733-b11a-cf5f7b6cf336,,,
10001000035,IND002,ICP 13766,PR 6462-1,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,California Couva,10.42,-61.45,,,,,19850125,,,300,,21,,,,,,,12;13,,e10d3307-23ee-4874-9315-84731d431e20,,,
10001000035,IND002,ICP 13767,PR 6462-2,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,California Couva,10.42,-61.45,,,,,19850125,,,300,,21,,,,,,,12;13,,cd419ab7-26ea-49c8-ab55-de645cd3ba69,,,
10001000035,IND002,ICP 13768,PR 6464,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Belmonta road; Couva,10.42,-61.45,,,,,19850125,,,300,,21,,,,,,,12;13,,91d5943b-f0d0-40b6-9930-eb29a7231e45,,,
10001000035,IND002,ICP 13769,PR 6465,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Belmonta road; Couva,10.42,-61.45,,,,,19850125,,,300,,21,,,,,,,12;13,,c6655fa9-8563-4441-96e1-ce1184455660,,,
10001000035,IND002,ICP 13770,PR 6466,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Cider Hill,10.42,-61.45,,,,,19850126,,,300,,21,,,,,,,12;13,,e861186a-9e57-4459-aff9-5aa962088718,,,
10001000035,IND002,ICP 13771,PR 6467,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Cider Hill,10.42,-61.45,,,,,19850126,,,300,,21,,,,,,,12,,4505c54c-e270-4657-8b50-f35400236a29,,,
10001000035,IND002,ICP 13772,PR 6468,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Couva Highway,10.42,-61.45,,,,,19850126,,,300,,21,,,,,,,12;13,,3eac5564-f9ad-4cfb-948f-a5c2c6ee1082,,,
10001000035,IND002,ICP 13773,PR 6469,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Couva Highway,10.42,-61.45,,,,,19850126,,,300,,21,,,,,,,12;13,,8ac6d53e-3ae5-44e1-ac08-56318386c81f,,,
10001000035,IND002,ICP 13774,PR 6470,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Couva Highway,10.42,-61.45,,,,,19850126,,,300,,21,,,,,,,12;13,,1981352e-70b2-437b-9cd3-690d70a9a503,,,
10001000035,IND002,ICP 13775,PR 6473,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Couva Highway,10.42,-61.45,,,,,19850126,,,300,,21,,,,,,,12,,9b0818d7-3027-4ec4-b470-16944bf58e61,,,
10001000035,IND002,ICP 8372,ANM 559,IND002,,,ICRISAT-MISN-024,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19770607,IND,Annavasal; Pudukottai,10.46,78.690002,,,,,19770217,,,300,,21,,,,,,,12;13,,29729755-a8c1-4a2f-a91e-9e61bd948101,,,
10001000035,IND002,ICP 13783,PR 6480,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Manzinella,10.52,-61.049999,,,,,19850129,,,300,,21,,,,,,,12;13,,3071ce99-89e9-461e-9788-722ef18731a1,,,
10001000035,IND002,ICP 13784,PR 6481,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Manzinella,10.52,-61.049999,,,,,19850201,,,300,,21,,,,,,,12;13,,a8993123-a59b-4ee2-9161-787de12375d5,,,
10001000035,IND002,ICP 13785,PR 6482-1,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Manzinella,10.52,-61.049999,,,,,19850201,,,300,,21,,,,,,,12;13,,01a86c1a-7096-42db-af8a-98a9cfc53817,,,
10001000035,IND002,ICP 13786,PR 6482-2,IND002,,,ICRISAT-MISN-111,Cajanus,cajan,(L.) Millsp.,,,pigeonpea,,19860621,TTO,Manzinella,10.52,-61.049999,,,,,19850201,,,300,,21,,,,,,,12,,c5babd42-8484-4c83-8501-767e05447cf2,,,
